at,content,repliedAt,replyContent,reviewCreatedVersion,reviewId,score,thumbsUpCount,userImage,userName,sentiment,errorRelated
2022-02-16 22:28:32,the app make a log out automatically from itself .. i try to open the app .. it keeps close after two seconds of itself !! it's broken,2022-02-16 23:21:19,"Thank you for posting your review and we’re sorry to hear that your experience was not satisfactory. Please contact us via our webiste: https://web.vodafone.com.eg or Our Facebook: https://www.messenger.com/t/Vodafone.Egypt to be able to investigate your feedback further.
",2022.1.2.3,gp:AOqpTOFYOEctlJm-YOxp3mGvfTh-dErEj9FpMpg9d19ADuKLIBJ4QQx4_oflgykP4DxxdXMJp1TwnGcqSZkDJQ,1,0,https://play-lh.googleusercontent.com/a/AATXAJxaGTf9LbrdVRw1lrTBuYREh6Dt8ielYKL5tCca=mo,mery makram,1,1
2022-02-16 21:04:57,can not refresh. i wonder how a big company can not initiate a good app.,2022-02-16 21:48:19,"Thank you for posting your review and we’re sorry to hear that your experience was not satisfactory. Please contact us via our webiste: https://web.vodafone.com.eg or Our Facebook: https://www.messenger.com/t/Vodafone.Egypt to be able to investigate your feedback further.
",,gp:AOqpTOHcs3_w7ygMjdsVdAFNBx69cdoGEFmxzkIJ4zNYhuVinNx7lkSCGCyJn1HpAlHN8sfS7VY1TVe1ZlvkhQ,1,0,https://play-lh.googleusercontent.com/a-/AOh14Gg9xZRB8JS2HEiQE7RLWA2wyRTMUTtHH_3BRsJrSg,Walid Saad,1,1
2022-02-16 17:19:25,we need dark mode for the app??? when,,,2022.1.2.3,gp:AOqpTOHroTx7-V7Sdlft-f4Q8qsvZNhy-thEKhPnz4tRrpjpD1AcPiNPkMEZDpUBgCMtavWFIGLYfxJzzYXvyQ,3,0,https://play-lh.googleusercontent.com/a-/AOh14GhmMpjO320z2aShu1O_ca-TllvAEg_H5c9d19aFEw,Islam Fayed - اسلام فايد,2,1
2022-02-16 17:13:37,good 😊,,,2022.1.2.1,gp:AOqpTOFfgRCOfIpcKk666SCB6HiSxh52pxUZuCSWWxuqMPY9cPB7IWqPfKRJCKYCZV4q0nTIHFCFGHS3nVOnNg,5,0,https://play-lh.googleusercontent.com/a-/AOh14Gj126eFF8pPSScelm4cDAZFXjxV7UGoiK_1PZfSTA,Mahmoud Elmalky,0,0
2022-02-16 16:16:42,"great app, easy to use",,,2022.1.2.3,gp:AOqpTOEmMPUTISmKI4hEjkdZCd1wYsgZKDH1ZKjlD6Bvftardg6oGgLyzstrIZzhZd0BZxF-ltQ1MzqBt7Ll4w,4,0,https://play-lh.googleusercontent.com/a/AATXAJztf1iTUikcbHTZGROcLvF1qDhNnKAoxFGTQUis=mo,MooAhmed Fawzi,0,0
2022-02-16 15:26:57,app is very good and easy,,,2021.12.2,gp:AOqpTOEkSV-Ni_vVEvn52T80eB1L2-NLr7RUgLYXcgC9R6y1xVC7y2V2NNIxvEYLXV5d8D2FwtSJxeGMjLop9g,4,0,https://play-lh.googleusercontent.com/a-/AOh14GhRBSzVXasDhu9c_L401DQnPGSDT0kWgtPzSdwZ,Mohamed Hosny,0,0
2022-02-16 13:24:04,very bad company specially in mobile internet they stolen 3gb in 15 minutes during my pray,2022-02-16 13:46:07,"Hello Hassan, we're sorry to hear about your experience. Could you please chat with us through this link :https://web.vodafone.com.eg, or contact us on our Facebook page through: https://www.messenger.com/t/Vodafone.Egypt. We'll be more than happy to assist regarding your issue.
",2022.1.2.3,gp:AOqpTOFWzl96FqVRpRLUYKw-GZu7HmVaQ2wjdDvkqTptwBsd3Fzwu4U2XI2OZvKaM6iHV_tLW-pVyUtkZyh0-Q,1,0,https://play-lh.googleusercontent.com/a-/AOh14GhjMKUGnIsQWDqREP59xNZ-p67vrgn3sO2cdrop,Hassan Elghareeb,3,1
2022-02-16 11:01:06,"i cannot know the remaining minutes or consumed from the package, there is a shortage, it is just an advertising program.",2022-02-16 11:31:58,"Hello Mohamed , we're sorry to hear about your experience. Could you please chat with us through this link :https://web.vodafone.com.eg, or contact us on our Facebook page through: https://www.messenger.com/t/Vodafone.Egypt. We'll be more than happy to assist regarding your issue.
",2022.1.2.1,gp:AOqpTOEvgwZRGiOGraVrkxTYMWar9MxBlUrRrj5roiqdid7esABCvTEbgDvFi9wg7fDULcaD-V_Tms5N6GvzpA,1,0,https://play-lh.googleusercontent.com/a-/AOh14Gjz6TUcrcIR3Emolravez6BnugI7ZLtbs8KvlNK,Mohamed shabrawy,1,1
2022-02-16 10:56:38,very very good,,,2022.1.2.1,gp:AOqpTOHtXnQjh_6-ESXBJ2Qwpj1gA07h6cqa5O0l4HLknfjYAUnZxqavglg4i63NmLnnvphgDlIJhCthxKrPaw,5,0,https://play-lh.googleusercontent.com/a-/AOh14Gga0PyYyVQB_-08BaJJtZFB8eWJy-aQnudfk36Dafo,همسات شاعر adel hanna,0,0
2022-02-16 10:55:03,amazing app,,,2021.12.2,gp:AOqpTOHSQHpk6LvMpEuibEnPLtEHxhNSwid_1dj7RydPqFOzoubLZSA4x9AbPuiDWsd6D7AMCyVrenZCR2SSmw,5,0,https://play-lh.googleusercontent.com/a/AATXAJwYPWxD5I2XwCf77j__gHw3w6Ir5i_qriQs-11h=mo,Sara Hekal,0,0
2022-02-16 02:30:39,worst application ever,2022-02-16 08:41:23,please send to us through our Facebook page messages https://www.messenger.com/t/Vodafone.Egypt We can help you better,2021.12.2,gp:AOqpTOEqPfel7FGma8dqABhKZusLgfALVIgRF2GVudQ3ZlVNZ0dI5-LCBJhrGV4nf1DGiKeAa6GKrZySGKIhUg,1,0,https://play-lh.googleusercontent.com/a-/AOh14GirXeDM7wovzJxdtZx4WXkWNYka3LpSoE1qYjT6sg,Abdallah M. Abdelhalem,1,0
2022-02-16 00:38:22,very bad update. i cant use the app,2022-02-16 08:41:06,You can be sure to download the latest App update from this link http://vf.recover.me and if you still face the same problem please send to us through our Facebook page messages https://www.messenger.com/t/Vodafone.Egypt We can help you better,,gp:AOqpTOEuMURNBp9VxRpJC47mTztFLdp5AMsuY_PRFvqQuzL7TDLg9ujWoPo6KYqTBrbpYPitdJtf4agJg6IpMg,1,0,https://play-lh.googleusercontent.com/a-/AOh14GhKYI7j4RfSP-jrWow5kJePeFPn-7durhwdN6Lr,SHADOW M,1,1
2022-02-15 23:41:12,a visit to the store was a waste of time,,,2021.9.1.4,gp:AOqpTOHkcx0ZLsWnSwGrgU5O48OZjinvHJE6mP4OjtJOp1vPOxWXTbLupIBCaAsW8g7CayTTUCxzPClugWbIhA,1,0,https://play-lh.googleusercontent.com/a-/AOh14GiQ1ZtkwDO1jKIvZB-aYTMMwOmjH-Ts1AO-eXv_fQ,Hossam Ali Abu Alela,3,1
2022-02-15 21:27:22,good...,,,,gp:AOqpTOGhsdAECCKQUciWyHNeKzyGxzfba-Pu-hU2uxfdzKc0EAM-wcA5nps1urH8TkNtsSYdKT72e3R7vpW7Hw,5,0,https://play-lh.googleusercontent.com/a/AATXAJwHUQAYBWaFAq9vuySe9ij6Q_vwsOEx4xPxlXpE=mo,Mohamed Gamil,0,0
2022-02-15 20:09:47,most if the games do not work and vodafone cash has to be on 3g ... change these plz,2022-02-15 20:32:11,"Sorry for the inconvenience ,Could you please chat with us through this link :
https://web.vodafone.com.eg
or contact us on our facebook page through :
https://www.messenger.com/t/Vodafone.Egypt
",2021.9.1.4,gp:AOqpTOFR9IUuajqtDbGS3GUNG_QiKjnRJtNif3O8wRcp75J0PsjjkDYGh41L_Q0JaboOlsQDVIqL0BPwePOEiw,1,0,https://play-lh.googleusercontent.com/a-/AOh14Gg6_6NP7DMbrKDLN7_nCZaQkfdaLFZymnwNniWLG8g,RK I,1,1
2022-02-15 17:53:07,not useful 😕,,,2022.1.2.3,gp:AOqpTOGXJD7xO14K12X1HGUD_UaxesSV9Um9Zfc4IoaCMSnBsvbLide3OOQwzPn12wYPDoTYOJPvXF4mSHRu7A,3,0,https://play-lh.googleusercontent.com/a-/AOh14GhT3oQT5GOQ7olBftWNKvogwIFpJR6OMLgzm_qDvw,Menna Nassar,1,0
2022-02-15 17:04:49,it helps me a lot and it makes things easier,,,2022.1.2.1,gp:AOqpTOF-IJY0cp3vwDeKL2pxTP6OzpNuVBaOVgyurZRN376QfpjXv0laou7qC_PuU3uM8lSAwFJtV7CoUPsyEQ,5,0,https://play-lh.googleusercontent.com/a/AATXAJxNdG8Ui9FE_THhHhGzwau34ycYR8jKbqXeIwy-=mo,Ahmed Elazizy,0,0
2022-02-15 16:28:23,user friendly and practical,,,2022.1.2.2,gp:AOqpTOG8I4ZoYByf78S2PXtYt339-be93TISZS8IsWSWZhEnwcfcwpjbwlkWgj76oADYKtULAK6iqXWGPGn6Bg,5,0,https://play-lh.googleusercontent.com/a/AATXAJwv_p9nt_yPCqTtOn_Va7V30aW6RTmyDmEddsl0=mo,mohamed mohamed,0,0
2022-02-15 15:10:50,nice app .very good,,,2022.1.2.1,gp:AOqpTOHAWtx0W6fHYOERwf23FUy-9Nnrd0EpmWTMXxL1rdPlCO72h2JJlSxm_dUx5kyCsX_mov0EY2GoXM1upA,5,0,https://play-lh.googleusercontent.com/a-/AOh14GjlOz_UWWVzwKaN1JHkfcvzxXb-DHwHf4XuuQJAfiU,mohamed atef el-zeftawy,0,0
2022-02-15 14:46:09,very bad like all vodafone services,2022-02-15 16:08:35,"أهلاً Nader شكرا لمشاركتنا تجربتك ونأسف لكونها غير مرضية. ملاحظاتك بتساعدنا على القيام بعمل أفضل. من فضلك تواصل معنا من خلال موقعنا:https://web.vodafone.com.eg أو من خلال صفحتنا على الفيسبوك: https://www.messenger.com/t/Vodafone.Egypt. وسيقوم أحد ممثلينا بالتعامل مع المشكلة وحلها في أسرع وقت ممكن
",,gp:AOqpTOFHw8S1QhWUgUVJrPlMzxtsiEZMrsn8yR4lBjQ8q78RcbNrJPABhnjR9EWRVFwInJ2LPCEpXXW9Nziblw,1,0,https://play-lh.googleusercontent.com/a-/AOh14Gi1n9wL-qj_FcVVGMo6VuLA3C1y3jJsc189_Qg_bw,Nader Refat,1,0
2022-02-15 14:29:11,worest app i have ever used *bugs and very slow* everytime need me to sign in again although i enter right password say its wrong and then open with the same pass!!!!,2018-02-13 08:34:03,Please try to uninstall the app and reinstall once again and tell us the result.,2022.1.2.1,gp:AOqpTOEQ4AyPr6ckCqcORJIv_jwgMsTvwFcTIJfbKz6hPnSKj4Qb7CceowXAgPe84lycNTUwUy9YILznsRYl9A,5,0,https://play-lh.googleusercontent.com/a-/AOh14Gj-jDF10hLIBSHRpxDGQwih3B5BqvKRDT-U-Av8,Ahmed Ragab,1,1
2022-02-15 14:19:31,this application is very bad 😔,2022-02-15 14:38:39,"Hello Karim , we're sorry to hear about your experience. Could you please chat with us through this link :https://web.vodafone.com.eg, or contact us on our Facebook page through: https://www.messenger.com/t/Vodafone.Egypt. We'll be more than happy to assist regarding your issue.

",2022.1.2.2,gp:AOqpTOGD9kP3A6UYbBHSNcCQ8qNw16LaQcxK0Y3aYzWtmxpQWv6fGNZ1OT6Pq24EjLPqaRU6J8CSpl70DUjYcw,1,0,https://play-lh.googleusercontent.com/a/AATXAJwYa1u59lK_Xte9Bh21ei2m05N8mN2RfZjumS3G=mo,Karim Samer,1,0
2022-02-15 13:24:50,bad application every time i try to chat with an agent i don't found the option to chat with humanbeing only chat bot،,,,2021.12.2,gp:AOqpTOGPAQaV0ydHWo8fjbe7BNNIjrf8Ja0VN4s7qeNvhbT_r7dh2NR35h8yTbtaFXNSYzb5FNYDcsMZ0jdhvA,1,0,https://play-lh.googleusercontent.com/a-/AOh14GhKe9ZHzvI-gtZ3AiAhqnEo1aqlhshkEPmWnfeKrg,osama elgedawy,1,1
2022-02-15 09:10:44,helpful application thanks vodafone,,,2021.12.2,gp:AOqpTOH1VZMZYfYw6h-IcW76fzy0zMvKcEvaihoA_E6D05V0_3hxYApYWK1Sibj8MG6Fzymcj8Xee3XODbAf2w,5,0,https://play-lh.googleusercontent.com/a/AATXAJz-knspMIHmUqI0a35bi3qcizUe4F3XZZx9FPFX=mo,Shady Elkabany,0,0
2022-02-15 07:10:42,"i got logged out of both accounts. can't login with saved credentials. can't have 2 accounts logged in and switch between them like i used to do. i cleared app data, uninstalled-reinstalled the app. i can only stay logged in to one account, if i wanted to switch, i have to delete the existing account, and login with the other one (from auto-fill) if i tried to add the other account (from autofill, or manually) (the input forms disappear and and i'm back to the previous accounts screen with one account only. this used to be a working functionality, now it's all messed up!. please forward this to your tech team.",,,2022.1.2.1,gp:AOqpTOHnnL65gi51svh5H4VU7uBUz7mtk5h-AqOXAYHY_D1b9TBtjjRb6SimpshVjIO-RBbBasUoU3AmVgvbTw,1,0,https://play-lh.googleusercontent.com/a-/AOh14Gj7sByT4WFzdIpIRy6HIh6raw7NOeMO6uwCh_jCpPU,Meena Bassem,1,1
2022-02-15 06:13:52,easy to know,2018-11-23 10:48:55,Thanks for your review,2022.1.2.1,gp:AOqpTOG7P12cW2to0E3AfRDE4Q6DlwBAlsYR1UNjGA_Qgx1fFoWVECScy8UzxT2i-y-osSQMqynqV1T8DqIVXA,5,0,https://play-lh.googleusercontent.com/a-/AOh14Gh4kAnwi5ZS2jt-l1VbO4YhUwQx2oMCV5cVC-XjxA,omar nabawi,0,0
2022-02-15 05:47:11,very hard to use,2022-02-15 07:49:43,"Hello Amany , we're sorry to hear about your experience. Could you please chat with us through this link :https://web.vodafone.com.eg, or contact us on our Facebook page through: https://www.messenger.com/t/Vodafone.Egypt. We'll be more than happy to assist regarding your issue.
",,gp:AOqpTOFCsR05ap9KHpH-3K58lLo7iZfB7VY9NPobBstfTHBmwuRw3BnFbcS-3c4qLO23dZHH60WO2ntRZhAlng,1,0,https://play-lh.googleusercontent.com/a/AATXAJw9TL7O_x3RtbnJTPml5oVRnIXoittIf7R75KNw=mo,Amany Sakr,1,0
2022-02-15 01:21:01,the best ♥️🌹,,,,gp:AOqpTOEDWc-3rCIEa24cHg-pff05lfNHfbtYGjn6ttyMkyqngrGZbN-RXLJGieoHQ6hywcfYjgTBF0CdO_Ax_Q,5,0,https://play-lh.googleusercontent.com/a-/AOh14Gj4m-cGA3qnav6qgtYA2Yu4J8FWBJAnE6W5AY55,eslam bestem,0,0
2022-02-15 00:11:32,i love u,,,2022.1.2.2,gp:AOqpTOE3uO0ngupQh90TGGmj-hwSd7pqOia6QxIaHRIMROViosXt4fbWMEGkRuBUyIFd-H_C1gJ2rjRuWUcrXw,5,0,https://play-lh.googleusercontent.com/a-/AOh14GinPFUNHwRXntuHCBbx54AOEzSa4hwi21pT6aHy,ahmed ali abdo naji,0,0
2022-02-14 23:59:54,good app.,,,2021.7.1,gp:AOqpTOGKK37DAyv35EDCE3bmat_u4HOBkUddAcKbXhJ3r6VM883K43uOu2R_evym0PKND-VqZY6r1Yh1z3NYmA,4,0,https://play-lh.googleusercontent.com/a/AATXAJxG_WeLvr1QD6oKrlbXf6MD3kIqmWbHRkmcOmjL=mo,Abdelhalim Elassal,0,0
2022-02-14 23:44:00,the new update is not working properly and keeps rejecting the saved password when working on wifi,2022-02-15 00:12:24,"Sorry for the inconvenience ,Could you please chat with us through this link :
https://web.vodafone.com.eg
or contact us on our facebook page through :
https://www.messenger.com/t/Vodafone.Egypt
",2022.1.2.1,gp:AOqpTOGeNhDzSqNtWun-JgvJlOQ94-k6huFs0SYmgTkILizMuCec0jrBsHtYIg21tJstj1f89ukgm0psRCGUZg,1,0,https://play-lh.googleusercontent.com/a/AATXAJxiwauimgb2gwEOIxowTJ1mRSlbghLZk1yhnGlS=mo,Doaa Ahmed,1,1
2022-02-14 21:47:33,"every couple of hrs i get a message that tells me ""session expired"" and i have to login into the app every single time like if it's my job to do so! really frustrating!",2022-02-14 22:38:27,"""Hello there, we're sorry to hear about your experience. Could you please chat with us through this link :https://web.vodafone.com.eg, or contact us on our Facebook page through: https://www.messenger.com/t/Vodafone.Egypt. We'll be more than happy to assist regarding your issue.
""
",2022.1.2.1,gp:AOqpTOFI8QlCTqfl5y989i20iqxu-qgX8EktN5K4gmhWZwSBWmugTSiD0zFZCJ4zSdVrZu2dRkcXEVejiWV1CQ,1,0,https://play-lh.googleusercontent.com/a-/AOh14GgdYaZbtUmK2YWoNxrYovzhKoh2th1irvzxPd2uLA,mohamed zikry,1,1
2022-02-14 21:09:22,"very bad customer service (bad communication no way you can esclate your issue ) with no support , note i'm vodafone red and get worset cus service",2019-05-18 23:14:27,"Could you please chat with us through this link :
https://web.vodafone.com.eg
or contact us on our facebook page through:
https://www.messenger.com/t/Vodafone.Egypt",2022.1.2.1,gp:AOqpTOFv3FeuFH6N21qQyBliCHolX84jPa6NoMzktxn8vpua6H98OAslt7i7QIEr2qk1Vk0BIzY8Ma8FO848eg,1,1,https://play-lh.googleusercontent.com/a/AATXAJz45rEZvzslJogdSEqNkMs057LYX4I38krdxc41=mo,Kariem Elgamry,3,1
2022-02-14 20:56:25,it logs out for no reason and doesn't wanna login either tho i reset my password several times and still doesn't wanna login it sucks,2022-02-14 21:23:39,"""Hello there, we're sorry to hear about your experience. Could you please chat with us through this link :https://web.vodafone.com.eg, or contact us on our Facebook page through: https://www.messenger.com/t/Vodafone.Egypt. We'll be more than happy to assist regarding your issue.
""
",,gp:AOqpTOHFEgH-X34JrS_VoR8yQsBLm6WXV9YimJGD4VBGWkx9aQE2jBVzlq45jm5eIpCR80GMGq3o5naxCOZZGQ,1,0,https://play-lh.googleusercontent.com/a/AATXAJyx71fWidP241HJ3QSeHFghYSoEK5gNan2eDGtb=mo,Reem Yehia,1,1
2022-02-14 19:56:46,so excited ♥️,,,2022.1.2.1,gp:AOqpTOE1H8l5Zu7rEQj4Rk5pfms9U7fP0NaRlQmzBOrZIv_4nILCzGiKEoFELScTme7A411SKi33j2r3oS30NA,4,0,https://play-lh.googleusercontent.com/a-/AOh14GitIskP7UbZ9lKPo5QvqGBvGFiwJfM4Fq96IGWSwg,PASKY باسكي,0,0
2022-02-14 16:13:14,i need a new promocod,,,2021.12.2,gp:AOqpTOEIVm64a39H3xK-wvlPznC3hbLQLWeYtmsKUMZ74IUiE2df22CCmf5Ubidp2_a45fTfestISo4D20Ha5g,4,0,https://play-lh.googleusercontent.com/a/AATXAJxtc94wlsiwF8MAj4WTGQKeColqXwRAdcn0BgC3=mo,Ahmed Ehab,3,0
2022-02-14 16:11:41,the app didn't work after the last update!,,,2022.1.2.1,gp:AOqpTOGAVIJIalAyEUcNAKrZ5fLJ65qGQd1WOtMR44HIhdxDyU-Y8ldfsslUAnqITwyHoTvWoW4jROSGf1-1Ow,1,0,https://play-lh.googleusercontent.com/a/AATXAJyBUc6xSNJIN011ZBb1DUPk_kUq414nCgQbP30E=mo,Mahmoud Khaled,1,1
2022-02-14 15:16:15,crash,,,2022.1.2.1,gp:AOqpTOGfvfLejHhSzQDt8t3Ct1KtsRZYqT78qivFFeL3v5_BTUemaUQ93Y9sk9at_leMVEixMGOGY5VIU7G3og,1,0,https://play-lh.googleusercontent.com/a/AATXAJwgAqADWN-1sdf-lkfFu4tUXlFOJH3rGW45qJ0d=mo,rasha omar,1,1
2022-02-14 13:54:41,bad app bad agent,2022-02-14 14:25:30,"Hello Mahmoud , we're sorry to hear about your experience. Could you please chat with us through this link :https://web.vodafone.com.eg, or contact us on our Facebook page through: https://www.messenger.com/t/Vodafone.Egypt. We'll be more than happy to assist regarding your issue.",,gp:AOqpTOFZTV1lIQqemeDzGslryeA5NEgMspXZQ3d3Vlgzi3hP0CVePg6F6Xj3nJpSYjF9ziISIL_Mp1o2Qn1dlg,1,0,https://play-lh.googleusercontent.com/a/AATXAJyiGafDLzeuJdaghepj5aSOtPjhkB5s8FHeX0c7=mo,Mahmoud Ahmed,1,0
2022-02-14 13:28:01,fantastic,,,,gp:AOqpTOHWksq8A0LpJ_s9ucaRJ75oJywN8ntcQgTHxoU3ycO7SLnAXHYJUfWvOgM7JP67ILknJztYrPC8OfyTQg,5,0,https://play-lh.googleusercontent.com/a/AATXAJxX9nGOovcXx3f10Bh0cl-0WzJr7otbdVeTJGws=mo,ام عمر,0,0
2022-02-14 12:25:29,down many times,2022-02-14 13:02:46,Thank you for posting your review and we’re sorry to hear that your experience was not satisfactory. Please contact us via our webiste: https://web.vodafone.com.eg or Our Facebook: https://www.messenger.com/t/Vodafone.Egypt to be able to investigate your feedback further.,2021.12.2,gp:AOqpTOGy2gHDH_0iqgs2kh_TcnEsnLAwMOe_nrCrHl-tVBTwV-X_eyyhcBQTspEqm4Gosz9Pk3W8a2LDJtszQQ,1,0,https://play-lh.googleusercontent.com/a/AATXAJw634XG2NKgliUsh8TxAR6HrDig0hUolehDtFND=mo,mohamed shedeed,1,1
2022-02-14 12:20:20,thx,,,2022.1.2.1,gp:AOqpTOGf2TIudGeaefJ6LPv_fQ_ApphNGT3ITBJBRCOzH-lPE_Tgh9EXM5JJf0ejQy335aodK1d0IgJMCZ7bBg,4,0,https://play-lh.googleusercontent.com/a/AATXAJz-j1hiczTZIswJpfzaInrXPgJ8-WSmjxNLTsA-=mo,Akram Gad,0,0
2022-02-14 12:12:45,rubbish and crashes all the time.,2022-02-14 12:54:51,"Hello there, we're sorry to hear about your experience. Could you please chat with us through this link :https://web.vodafone.com.eg, or contact us on our Facebook page through: https://www.messenger.com/t/Vodafone.Egypt. We'll be more than happy to assist regarding your issue.",2022.1.2.1,gp:AOqpTOHUbno-VaiXRGdyUnk7XvZ_tvv_yTY3rmaBOTemKqKiKJQkVm0qcOn2RkfCyFb8Z3DLNVh6TpqA1-Da4Q,1,0,https://play-lh.googleusercontent.com/a/AATXAJyWtK6oCNID49o9pmnRmrFJiiZMPCa0obRX3bd9=mo,Ramzy Elnabarawy,1,1
2022-02-14 09:37:42,very good app تطبيق ممتاز,,,2022.1.2.1,gp:AOqpTOHfVJItNsV4drBznS9JWdhqopGdZ3y6Jk-g_ev74qenanc_RnGQFXYzjLo8LlhnRBUVSnDqyoJQ9uVQPw,5,0,https://play-lh.googleusercontent.com/a/AATXAJyHxMJ4uJqdzUG9jVcxYVLjqO-eoDfPVoo-RwQZ=mo,Mohamed Behery,0,0
2022-02-14 09:28:26,ok,,,2021.12.2,gp:AOqpTOEBJo7_ZvDmi1VbVWtKpdM-pPKNGH1RpheLgbVGFY8v9TKaVmvsycpMFkl9VxRzsljh_IFBomRKoMsmCw,5,0,https://play-lh.googleusercontent.com/a/AATXAJwdWZ42cew3eOBOA1VIVX-Beh5v5pJ9JgTU4wOP=mo,احمد عمر,0,0
2022-02-14 09:27:35,good but logout many times.,,,2022.1.2.1,gp:AOqpTOESTrYVwCyoAuRaCE6WNJdk5_9KKonTCQgo6YTi5VCH_o71ife3WDcm3AyY3rGXN-tR4-6nG1Ny2TgX-w,4,0,https://play-lh.googleusercontent.com/a-/AOh14GjrBbpc8puegVeyWPDZlH-M_bS7ovqcbJYEPGyHrw,Ahmed,0,1
2022-02-14 07:34:26,i can't control my dsl account from the application,2022-02-14 09:50:24,"Hello there, we're sorry to hear about your experience. Could you please chat with us through this link :https://web.vodafone.com.eg, or contact us on our Facebook page through: https://www.messenger.com/t/Vodafone.Egypt. We'll be more than happy to assist regarding your issue.
",2021.12.2,gp:AOqpTOFF9DIEdkz8isRe6RULLggJvtRq7etForBewaHKSKEx2GqQHIGBLDUo92ZEydbIeWTVJfmMo3pKWcNfdA,3,0,https://play-lh.googleusercontent.com/a/AATXAJzkL0TV3flA_CQXZQ8DcsCYL3y5gI0Ns4Mouz3l=mo,hamed faisal,1,1
2022-02-14 07:31:29,very nice but i think its needs to update every time i login to app it stop working error,,,2022.1.2.1,gp:AOqpTOF6ieUTAK-spGK6XqKjcdjjBS_FBudVAXipD9iaibGo9L5o6Bww5oSMeNqsq_h5CUuDcqUKKvPmv2bvKQ,4,0,https://play-lh.googleusercontent.com/a/AATXAJyo3hYMKApKlZW4boBpj07bS5sgMmHmNQ_a5Cji=mo,Mahmoud Kamel,0,1
2022-02-14 05:01:20,this update is very bad have alot of bugs and i can't access my account and i will keep writing this review i don't understand why you delete my review i need a fix from developers keep deleting i'll keep writing till you fix the app,,,2022.1.2.1,gp:AOqpTOG00WByJ_OkXgP7YMEna-aMIFFym76eJuO9LvtkW2sJyEVu25OebYkUTssHOfY3mOkYO5KzYhAxJ5PFGA,1,0,https://play-lh.googleusercontent.com/a-/AOh14GiWiZ2XOo-auNR0YACR06w0XcCDkL7PqyXVKkFE,Homa TheOne,1,1
2022-02-14 03:08:56,bad service applications,2022-01-18 19:12:32,"Hello there, we're sorry to hear about your experience, and we're ready to make things right! Could you please chat with us through this link :https://web.vodafone.com.eg, or contact us on our Facebook page through: https://www.messenger.com/t/Vodafone.Egypt. We'll be more than happy to assist regarding your issue.
",,gp:AOqpTOFR_3J0GJGxZUpkBQRu_A8egLSepi47MTff1c7IgA508Jawr1p5xs5WWlaXF5C5BDbRV2BzckqGiq8Mkg,1,0,https://play-lh.googleusercontent.com/a/AATXAJxyJBc2BR6p-n9AinieF89_uhBpNAVp3M9Eg3kP=mo,Ahmed Hossam Eldeen Elsayed Awad,1,0
2022-02-14 00:17:31,the new update made me unable to login.,,,2022.1.2.1,gp:AOqpTOEA-4zTBlmxbbgy8ckKiJx4WvrrBVcfYVGs57jIx1hyoqT7S40P_-LFdoMQIaX-YhAYZcIYn_KucNeQtQ,1,4,https://play-lh.googleusercontent.com/a-/AOh14GjsALSRm_T_5buwWeFwJoNuAYnc0cYO-Zo2RXlJ3w,Neomi,1,1
2022-02-13 23:24:51,"the latest update didn't come with new options and unfortunately has alot of issues during logging in each time, sometimes some features are out of service, hope you can fix it as soon as possible.",,,2022.1.2.1,gp:AOqpTOGSV8h2UdCQ4BRkhB5SiXSAuYVjbuKn_DeRcLxYDSCXKZ76t6O7FUzUeGzjhx8IwZHJu6r6cU3wxjwPRw,3,0,https://play-lh.googleusercontent.com/a/AATXAJzl7hx3YVfgcc3X0YRmvxcpGtNVISztNC0P5CY4=mo,Mohamed Morsy,1,1
2022-02-13 23:17:26,application still need update ask me several times to update,2022-02-14 00:01:15,"""Hello there, we're sorry to hear about your experience. Could you please chat with us through this link :https://web.vodafone.com.eg, or contact us on our Facebook page through: https://www.messenger.com/t/Vodafone.Egypt. We'll be more than happy to assist regarding your issue.
""
",2022.1.2.1,gp:AOqpTOHyVpphF8ztbPxH3LqVS6hS1UHIZO8YGcdUwbw8LIGRJlqh5h70F67SOKCSCRbIV2qGvwQdh4AtJumnzw,3,0,https://play-lh.googleusercontent.com/a-/AOh14GiJ0Z_6mBYuoBwa78hr_zXD5bTjGN8HRiC3aFrgbYI,Mamdoh Gamee,1,1
2022-02-13 22:52:52,very useful for me,,,2021.12.2,gp:AOqpTOFhqVa8eUMXJ3bce46Lydl2IDDDSQaMit0ALQcvMjzbS5Fyn5326lon4jPE7lDRWzNN---8LeDCtWckFw,5,0,https://play-lh.googleusercontent.com/a-/AOh14Gh9gfe81m3BRWOD3wkbaRqZEHN3f52S47U0yHFT,mahmoud haleem,0,0
2022-02-13 21:28:40,excellent and professional,,,2021.8.3,gp:AOqpTOEgDmmEQfP8iDRMq6_zyCezIVN-AviHCnpBQb32qlvb1Q0keTzqmPHdInYnS_hF_MdGORLKL46CcyvIMw,5,0,https://play-lh.googleusercontent.com/a-/AOh14GhTwlWfkYqm29Ietqv2xvqBJi8GXGIUEG6mJlZn,PowerCell Gaming,0,0
